products_id,products_and_services,clustered_id
20f724edb2e6dbe2a5c3085536db440c1bfd2c39,spare parts for lorries,20f724edb2e6dbe2a5c3085536db440c1bfd2c39
72a5d6abae4c54f40d22c75558a8c54764e783c9,vehicles for waste management,72a5d6abae4c54f40d22c75558a8c54764e783c9
f9020ab39830ed4be0c454eb93be56b93d608755,"camera systems, acoustic",f9020ab39830ed4be0c454eb93be56b93d608755
aaed189d93fdac2a912709075968ce9fa3afdd2e,oil pneumatic pistons,aaed189d93fdac2a912709075968ce9fa3afdd2e
4b04373ee893b19984371c9fc94929d51af87719,smooth rings,4b04373ee893b19984371c9fc94929d51af87719
dff9e77ec41bb7f178d40f8d680f3352ceae4ef4,"softeners, osmosis, demineralisers",d46f6725b62174c9fd79e95376b706abd6ac1085
d2cbdd1bb9e6dfa5cdaf75f26d6ed401469d75f0,steel for metal construction,d2cbdd1bb9e6dfa5cdaf75f26d6ed401469d75f0
d58d3b946337e9ba171b629195bb3b0a5507db73,fire-fighting water supplies,d58d3b946337e9ba171b629195bb3b0a5507db73
c5796356b61653fe1dd88d55d45d9748e7d2d3e1,cleaning and disinfection of medical areas,1d072e8020f8dc7044d763a82cdf4850ffc707c6
e8541bdd766c7943b43a1d98b625b3ded2e43961,sterile clean room products,e8541bdd766c7943b43a1d98b625b3ded2e43961
3aca1753cbf4f96453c2c12cba2bcc187e324566,clean room cleaning,3aca1753cbf4f96453c2c12cba2bcc187e324566
3dce8076d1f88646c1d9d095de8d2f229e3ac9d2,clean room cleaning equipment,3dce8076d1f88646c1d9d095de8d2f229e3ac9d2
0451f14661b33c2cd8893a0348c0e1df8cdf3bf4,cloths for clean rooms,0451f14661b33c2cd8893a0348c0e1df8cdf3bf4
d5db0b4a6bf5fcaa1e28f6f0dbcd9ed66a141384,mops,d5db0b4a6bf5fcaa1e28f6f0dbcd9ed66a141384
98cec0b4d7d5b7fe7e41cf10f3e27cf7f7a870fc,disposable protective clothing,98cec0b4d7d5b7fe7e41cf10f3e27cf7f7a870fc
005a67c7422afee3bb8143c5f8afbc289f68a99c,clean room wipes,005a67c7422afee3bb8143c5f8afbc289f68a99c
32f14e3580755be63b6eca5e55087bb02ea1bc7a,cleaning trolleys,32f14e3580755be63b6eca5e55087bb02ea1bc7a
f2ebfcf949e8e0de773004e2a45409e343066ad7,equipment for laundries,b3e0ead7fc0476c027332f08cedb3dbf04669569
2a82638c310aba49e615ee2493c4f31246cee50c,rooftop greening material,750282fde53a7c06251269a01daf2c4eedcded39
9fe12d2394813738cc2407e1161881b558522942,roof greening systems,9fe12d2394813738cc2407e1161881b558522942
c0b85f3248daff73c869f5eb3faeb71c3228fa7b,rooftop gardens and greening,17d86ad57625fbace4eda772b05a204be78b7d10
b3d4e5bcf6b979b847f3b08cfc33e4852a80a833,bamboo plants,b3d4e5bcf6b979b847f3b08cfc33e4852a80a833
9004e6b29abb7ae4f44360d71e6be4b8a38578c3,potted plants,9004e6b29abb7ae4f44360d71e6be4b8a38578c3
74d8d020fc119d974e8ce1f26760a546cc1faa2f,pouring units for watering plants,74d8d020fc119d974e8ce1f26760a546cc1faa2f
7757e9b909ce5e55b8efaf8eb50f5dc99dfd1c36,water based cutters,7757e9b909ce5e55b8efaf8eb50f5dc99dfd1c36
41ee2efcfdb238ff1a07008dee299efa17003094,hard chrome plating of hydraulic cylinders,41ee2efcfdb238ff1a07008dee299efa17003094
de11e5effa6efca7af77cac9288cc79276e7ce9f,"hollow piston cylinder, hydraulic",de11e5effa6efca7af77cac9288cc79276e7ce9f
1d3de2b0faabea38ede26df7d8d931633a128240,hydraulic components,1d3de2b0faabea38ede26df7d8d931633a128240
5ceb5738f480bde7b77ba1a420d63a0d280680ee,"core pull cylinder, hydraulic",5ceb5738f480bde7b77ba1a420d63a0d280680ee
c985ba60fe08db356de32b3ec804b477d071a450,press cylinders,c985ba60fe08db356de32b3ec804b477d071a450
92f97abdde56aec03a4800fb5366b2bbe257734e,hydraulic cylinder repairs,92f97abdde56aec03a4800fb5366b2bbe257734e
4b6bd7aee4cfc6228e4ca9fd8d816648067318d1,pressure compensation elements (pce) for housings,4b6bd7aee4cfc6228e4ca9fd8d816648067318d1
f10bf39de3b191fdb5e18d5bae5083d5a5c08468,special connectors,f10bf39de3b191fdb5e18d5bae5083d5a5c08468
b070daac741dc38d8be6cf3c5d2cd737b991ed3a,"connectors, customer-specific",b070daac741dc38d8be6cf3c5d2cd737b991ed3a
672d7f93a3e66e02f6671845f505fc8fcd12c1bc,"assemblies, electromechanical",e76e2f7d6a5a59a3104036578f698f76c209517d
4c77ec4cb8456a51dc8d8187e4fb3230d8b7ad91,development of electromechanical devices,4c77ec4cb8456a51dc8d8187e4fb3230d8b7ad91
25620243ed3e9355b021dbdfc35f6df2c1d626d9,cotton handbags,25620243ed3e9355b021dbdfc35f6df2c1d626d9
5d4166dab16c28c39a03eb744b8d1733fa5f04b6,leather bags,5d4166dab16c28c39a03eb744b8d1733fa5f04b6
76458530354f574b8cfc190fed7a24d6ecb19d01,copper bottle,76458530354f574b8cfc190fed7a24d6ecb19d01
859055222099a8f5023653b7c4786d370ba06e65,gift ideas,859055222099a8f5023653b7c4786d370ba06e65
6597aabad7e2b53c6892d8d15d15842452b063fa,plastic glasses,6597aabad7e2b53c6892d8d15d15842452b063fa
ee117cd1dcbcdd4e4fb3d6b2a982c7abe36e3323,hydraulic power packs,ee117cd1dcbcdd4e4fb3d6b2a982c7abe36e3323
8937ee4f1155d8a876d66fdc29c37056601ce9ac,lithium ion batteries,d14b2c2b8cdd3a595e90096b19757fd4b16483a7
1d925eb78fd5ef01376461e001938c2d51252651,desalination of sea water,1d925eb78fd5ef01376461e001938c2d51252651
94b4291ffaed319ceaf0fc055288ce9d0aac4eec,construction of water treatment machines,94b4291ffaed319ceaf0fc055288ce9d0aac4eec
98a79098db4b5b5751a5523237858038aca2fb29,hydraulic accessories for pumps and tanks,56c5a292aff5a7302730d2df7b3db098b2ed9dd0
9ab4557d71564acc398a2f42ea5a0899bfc2bd73,clamshell bucket,9ab4557d71564acc398a2f42ea5a0899bfc2bd73
84e03ee076143274c442be54ea585756a2463ae4,high-pressure zinc die-casting,84e03ee076143274c442be54ea585756a2463ae4
bf48318e72399794f6b0ba3f1bfcdf0902333940,finishing of zinc die cast parts,8fac04241c78eb2d7323c38070be33972482f34c
c2dee0820bbef0166e863907b547fcfba55176fd,zincopor,c2dee0820bbef0166e863907b547fcfba55176fd
2ee753cdc4583e674bba31433e249789c25281b7,zinc scum,2ee753cdc4583e674bba31433e249789c25281b7
ac89c0861769fd947f0774c34852c22113c69c2e,reduced weight zinc,ac89c0861769fd947f0774c34852c22113c69c2e
52894327362271027bf9b399de3a6f12c362a4fb,die-cast parts made from zinc and zinc alloys,8fac04241c78eb2d7323c38070be33972482f34c
09cc86f1740c8bc526195cacf77eaf1ffcfaa5d7,diecasting,09cc86f1740c8bc526195cacf77eaf1ffcfaa5d7
d23341a633d6d23d165872a83a03b4ef0fab441c,plating moulding,d23341a633d6d23d165872a83a03b4ef0fab441c
653289ae98751b5d7f83c65603de69914b42cb46,complex geometry production,653289ae98751b5d7f83c65603de69914b42cb46
a3631624e84e394dfa682c566baf58556f006ace,exhaust fume analysers,a3631624e84e394dfa682c566baf58556f006ace
50597447ebb57a588d9a66b5f1c12377a8134e8b,electric drives,50597447ebb57a588d9a66b5f1c12377a8134e8b
646e1cc345d8b5e9c0eaec17b6dbb179e27e3393,electric cylinders,646e1cc345d8b5e9c0eaec17b6dbb179e27e3393
43559a198831479b50e7de8ddd9070039c930078,electric mini actuator,9b92d9ba520f450962157a4c4ecadf9d1d88aa07
856c3a4f150df05a8d7e96c2a64c5254edf3087d,slide table actuator,856c3a4f150df05a8d7e96c2a64c5254edf3087d
e8393f68673985fc30358b607ea9781b460b1595,micro actuator,e8393f68673985fc30358b607ea9781b460b1595
a3004990176718684801b54986b30dbf99ec7df8,part cleaning,a3004990176718684801b54986b30dbf99ec7df8
c396a87f7bb4483a28d8de301fc63b43218b12d4,underwater work - contractors,c396a87f7bb4483a28d8de301fc63b43218b12d4
02d60f0cb4274e035a241086c383dbf0f0a41037,mechanical brakes,02d60f0cb4274e035a241086c383dbf0f0a41037
9c2d09dfffcb1a04e3a73a344de6f1eaef869620,air brakes,9c2d09dfffcb1a04e3a73a344de6f1eaef869620
ebc69cde8ec8f1eb7fcf982755c09760217b5b0b,distribution panel,ebc69cde8ec8f1eb7fcf982755c09760217b5b0b
e596fda8aa266639a2a5ec48ffa0b76ba51f4a2c,industrial automation consultants,e596fda8aa266639a2a5ec48ffa0b76ba51f4a2c
7d6f525b0a5ba4d3da2c8ed27276de7bd1f30031,forks for forklift trucks,7d6f525b0a5ba4d3da2c8ed27276de7bd1f30031
919e306185b115cf3f98bbc965edc593b526aed7,aquarium fish food,919e306185b115cf3f98bbc965edc593b526aed7
8b367563a128059508df334b9d9a6d2a98883186,marine aquariums,8b367563a128059508df334b9d9a6d2a98883186
ac6e5d1834a1af14ffd98619c0c59bc597397284,partnership,ac6e5d1834a1af14ffd98619c0c59bc597397284
955579401b01c48c0de2b9e6210c6509e4d32f6b,direct trade,955579401b01c48c0de2b9e6210c6509e4d32f6b
bbf2e3707e06b0ff1f3397eb31f954aa3df2859c,manufacturers of flexible hoses,bbf2e3707e06b0ff1f3397eb31f954aa3df2859c
1c206041086bf72d7ce64129014c1f2e566044f8,hose fittings,1c206041086bf72d7ce64129014c1f2e566044f8
6ee5bb1348f31a9c1c8aa92e27b10f1393bf7545,rubber pipes,6ee5bb1348f31a9c1c8aa92e27b10f1393bf7545
ab15347b9f3d7530fefc6a3446656bd1db1ebb96,clasp,ab15347b9f3d7530fefc6a3446656bd1db1ebb96
82b3d2e16fdb873f1dcd87ad21f00fe2eb0040f4,suction hoses,82b3d2e16fdb873f1dcd87ad21f00fe2eb0040f4
0c7f8393ba59ecabccec3721052f991c3204c19f,new potatoes,0c7f8393ba59ecabccec3721052f991c3204c19f
f28bccbb674cca32bd5d56d7085eaad946bd5d51,photovoltaic street lamps,37cc9c67d39012156cff36b0ac21214f14bdd301
801910f07d1326c10e5a275c976a98a450f57736,export spanish olive oil,801910f07d1326c10e5a275c976a98a450f57736
ca276ffa3e63ea8f0df57e572a5236821ced62d5,expor spanish wine,ca276ffa3e63ea8f0df57e572a5236821ced62d5
1dedbcbefe041d6563c4ac36d09fdf87ccd71516,export spanish tile,1dedbcbefe041d6563c4ac36d09fdf87ccd71516
15fba85ca0868685533dd6d38ba94d165f90d228,export ceramics,15fba85ca0868685533dd6d38ba94d165f90d228
d1b5448ea607dcfcce522a6bec7884592b576ea3,pork shoulder,d1b5448ea607dcfcce522a6bec7884592b576ea3
e136947924c8412d9e98b7f8a8bfebe2d6a47753,iberian chorizo cular,e136947924c8412d9e98b7f8a8bfebe2d6a47753
9adbe905dbdb4a2072cbf9edbc33b1c78338cc98,promotional plastic bags,9adbe905dbdb4a2072cbf9edbc33b1c78338cc98
58dc7463c2331d9f33ba0ec51e49fa777cc2abf2,professional knives,58dc7463c2331d9f33ba0ec51e49fa777cc2abf2
5628a3e201e622c3c93c4d4a945d0a3a7bd14968,manufacturer of transparent plastic pouches,5628a3e201e622c3c93c4d4a945d0a3a7bd14968
d9c4cb121e009323876500a8bded377c2e9cf27c,promotional office goods,d9c4cb121e009323876500a8bded377c2e9cf27c
b941d41b09aceffe634df916d1c54121a2e8dbbf,personalised gift article,2ab49584403b3bba6a9fe3c14907a360ea240da9
b567831c75c6c8d5b6364b631ba577c9cd02fd8f,tratamiento de efectivo,59d115dcf851850714bdef663c3eb27e309d8abb
8ff0c7514f4afb9385b2b5520dfc6449f99f5feb,gestion de efectivo,731a471639b6374c4c2b09ceed712500793e704f
49114f9ad3fa519ac094474f655643ef43ee8175,servicio tecnico nacional,49114f9ad3fa519ac094474f655643ef43ee8175
6589970c4805b0b1706932eed5ac8bad64581941,nozzles for cleaning systems,6589970c4805b0b1706932eed5ac8bad64581941
2e9e31bb36665ffcfe79f910a786b4145cc34a1c,cutting robots for sewer rehabilitation,2e9e31bb36665ffcfe79f910a786b4145cc34a1c
58ea56eb15ce9f700b013fce8acffd0169809084,trenchless sewer renovation,58ea56eb15ce9f700b013fce8acffd0169809084
294adad0f419fee9bdebbfdcdf25f68daf4fe853,lateral pipe rehabilitation,294adad0f419fee9bdebbfdcdf25f68daf4fe853
b2d2887c21a3ad23cfefe7f1da3781399d2a529e,high-pressure cleaning nozzles,b2d2887c21a3ad23cfefe7f1da3781399d2a529e
7e4fd5d139114dcb0c354b8a08301be2588cbe6d,inversion drum,7e4fd5d139114dcb0c354b8a08301be2588cbe6d
68f3c15cf2a4428823f6ccb5ddbefc438868ef86,sewer nozzles,68f3c15cf2a4428823f6ccb5ddbefc438868ef86
464a65aa77f91d991eadfbf2d22ae2d861d7b5f0,sewer milling equipment,464a65aa77f91d991eadfbf2d22ae2d861d7b5f0
77b92aed750630e369926e16413a14bda165d73d,roller counters,77b92aed750630e369926e16413a14bda165d73d
e63ece3f1a68400177b749a621f2747ea52baf48,heavy-duty roller conveyors,e63ece3f1a68400177b749a621f2747ea52baf48
46671cd4c41b52a58f90df51e00dcba554cd5da7,deluxe coaches,46671cd4c41b52a58f90df51e00dcba554cd5da7
c2e2539f05b5c043d962e6e1ee77ce057609cd53,metal equalisers,c2e2539f05b5c043d962e6e1ee77ce057609cd53
cf2c4421817d5a1e1ea9b401cacd2532373e39ba,plastic materials,3b8673c981f4c2631af16406c1d6364f646be300
f9f12ab94af4c11a07f54764c1d55fcf9dfa5897,metal seals,11afe391a60b9bcebf28e2b4b06450cf853e0eb9
11ab1782fc593e288ad5dfd0711d6e9d2f1838b8,stainless steel hoses,11ab1782fc593e288ad5dfd0711d6e9d2f1838b8
dd127cf8a27d2e021f8619dd1d93c8857aa2907c,flat gasket,dd127cf8a27d2e021f8619dd1d93c8857aa2907c
5205592feb9574986184e75c928bf39e7d187adc,ptfe hoses,5205592feb9574986184e75c928bf39e7d187adc
142d906910d2198013d11b3266dce556323d2f82,plastic radomes,142d906910d2198013d11b3266dce556323d2f82
f400b58ee3e10434e7fcd27ce15a02380a3f705a,glass-reinforced plastic pipes,f400b58ee3e10434e7fcd27ce15a02380a3f705a
e0ffdb68b0a519a06709534c3f43a6d164f3a2b6,plastic pressure tanks,e0ffdb68b0a519a06709534c3f43a6d164f3a2b6
92083abb7557ed446e0286c0491a4c9b0818d3e2,gfk cylinder antennas,92083abb7557ed446e0286c0491a4c9b0818d3e2
877463fdfe2486a9abeb876c0165c44a0c51c112,gfk mobile telephone masts,877463fdfe2486a9abeb876c0165c44a0c51c112
3306ee76a6fa1f814ccca89b617e47329dfba289,steam cleaners for industrial cleaning,3306ee76a6fa1f814ccca89b617e47329dfba289
0dd99bc85d1b67df7ce82319bd6500593c5ddd80,air-conditioning cleaning machine,0dd99bc85d1b67df7ce82319bd6500593c5ddd80
795c98388412e4560d0af74c6aa45269446b430f,air-conditioning steam cleaner,795c98388412e4560d0af74c6aa45269446b430f
c7a21d44d305d80e1630fff2f9adbb5805d5c092,cleaning and disinfection of air-conditioning,9c7637f07df91c55602bbf29b2d74d69517838b2
897bec149a5a9384feff7b27e5934d76fda4305d,industrial steam cleaner,897bec149a5a9384feff7b27e5934d76fda4305d
405cb9b80674cc14baccc9c57eceec3b8b9f8079,professional steam cleaner,405cb9b80674cc14baccc9c57eceec3b8b9f8079
546a22dc050f99fe5d6b64cb4fa5133337bc8f29,semi-industrial steam cleaner,546a22dc050f99fe5d6b64cb4fa5133337bc8f29
87ddda26a8ed0c25ca585052de35d7a328ee7e8d,professional dry steam generator,87ddda26a8ed0c25ca585052de35d7a328ee7e8d
4046a09d566f7ff4c49b6c0aa44e5e65a6d13366,industrial foam gun,4046a09d566f7ff4c49b6c0aa44e5e65a6d13366
c71bf862c9ef854305a45a6346e9cd7ac9167d05,semi-finished aluminium products,c71bf862c9ef854305a45a6346e9cd7ac9167d05
a3b63555d59f1d551c98ee50479b5b3569f39121,semi-finished stainless steel products,a3b63555d59f1d551c98ee50479b5b3569f39121
2b01d99f59b827ca5ba1b02a5220375e2fe5c3d3,semi-finished copper products,2b01d99f59b827ca5ba1b02a5220375e2fe5c3d3
653e90db7f09fd4fcb904f13387cdc2b8b3dc45f,semi-finished brass products,653e90db7f09fd4fcb904f13387cdc2b8b3dc45f
8eea892a231adf1c71606ce248b802e5a24c93c3,copper/nickel alloys,8a49320f58be5fe88dd35376129f1e7ea7e3aa0b
11535313a15593b08a085229aceb88b50e0433e9,"red brass, bronze",11535313a15593b08a085229aceb88b50e0433e9
ad750b28fd33d6df452bfc153b34c61267e5ec0b,industrial plastics,ad750b28fd33d6df452bfc153b34c61267e5ec0b
136f1b7d3bacf92ca8d8b3e0a99958d24733a0f0,early wine,136f1b7d3bacf92ca8d8b3e0a99958d24733a0f0
53e12c0d478098d835f02d22e2382c44431465b9,ball valves for high temperatures,53e12c0d478098d835f02d22e2382c44431465b9
a96eeadf91dd171d6f2ca86f8f16fcd988eead24,rail brake disc,a96eeadf91dd171d6f2ca86f8f16fcd988eead24
8b8302eda27851f4846ca594647914df5515ebcb,control solutions,8b8302eda27851f4846ca594647914df5515ebcb
1d8ec5f89ed1ef4c0e0c536e8d7749a87d6aacc7,developing control concepts,1d8ec5f89ed1ef4c0e0c536e8d7749a87d6aacc7
542a4cfe716904ffabb0c5269b2f83b2f1149c3e,hardware and software project planning,8ededb526eeaaebcbf8786dfce8d9215da387d90
271c2f78d6371e67a0ef7d524ece7e008cf05d03,electrical design,271c2f78d6371e67a0ef7d524ece7e008cf05d03
5b07397be4f36b2f3141c15eb8e7f5350250c48a,programming,5b07397be4f36b2f3141c15eb8e7f5350250c48a
06eff510132bf8ebef345e2ff7f06a5ea077d398,integration,06eff510132bf8ebef345e2ff7f06a5ea077d398
92968a0302a3553bfd7250996d9aa91149218f98,electronic equipment,92968a0302a3553bfd7250996d9aa91149218f98
34465305425adff0be5a185efe59118359cce543,natural preservatives,34465305425adff0be5a185efe59118359cce543
4acca2f5cf98307c4f9074a6deca00214990808c,water softener salt,4acca2f5cf98307c4f9074a6deca00214990808c
3d52e20b5ade4c5da7304f04b8b029739eae06ec,private label,3d52e20b5ade4c5da7304f04b8b029739eae06ec
d545418e0891b0e043c435ca3ee6339bd68b9d87,home and office security installations and systems,1165f85dcfb66bd86a913a179b86f72591590af3
06fe222b9041493eaa8b389039e3e86bb9e157b8,vinyl wallpaper,06fe222b9041493eaa8b389039e3e86bb9e157b8
61e2023cf74a6e83a754290ef8e1b0f6d66aa88e,wall coverings on tnt support - non woven,410d8bf08709d46c3307278b806bcd0b5ecf3652
38e14a13ed9a3158a13961d1a43d360ea7ce24be,adhesive friezes,38e14a13ed9a3158a13961d1a43d360ea7ce24be
1dfc5419378ab0fab9dc2574eb1261e0f8fc1a98,vinyl friezes,1dfc5419378ab0fab9dc2574eb1261e0f8fc1a98
075d1ccb56f43e650a1a980b712440c6f01b2326,waterslide decals,075d1ccb56f43e650a1a980b712440c6f01b2326
e131ef9e39fa8b47acb600d334be84ca889a6f83,panoramic,e131ef9e39fa8b47acb600d334be84ca889a6f83
89561e25efe468e1774c732e2c8fee8cdefe39f1,assorted fabrics,89561e25efe468e1774c732e2c8fee8cdefe39f1
62b486c83708743ef9158b161eac66b2839b386e,decorative foam figurines,62b486c83708743ef9158b161eac66b2839b386e
bc82b9ae41fa8c790275014e7bbf3ae91f4a2e63,oat powder,bc82b9ae41fa8c790275014e7bbf3ae91f4a2e63
4c6489c31e0812ff281a5f9b4c09f2231da3b8e1,oat powders,bc82b9ae41fa8c790275014e7bbf3ae91f4a2e63
443c5041f32a5db7ac33d4c0269b3a28e7021240,oat drinks,443c5041f32a5db7ac33d4c0269b3a28e7021240
2176f6731def0bf26ea02ed8db56aec35ff377d0,oat drink powders,2176f6731def0bf26ea02ed8db56aec35ff377d0
2b0fea81b94302239279e1d5d4f3cbcbbf0ce1c4,oat milk,2b0fea81b94302239279e1d5d4f3cbcbbf0ce1c4
116e3b85c72418c4734c559146884a746a5de53f,oat milk powders,116e3b85c72418c4734c559146884a746a5de53f
68f9b1052c0e77c7cc0aa5aa7bc40eff54f29180,hydrolysed oat powders,68f9b1052c0e77c7cc0aa5aa7bc40eff54f29180
df9f93ded22c0db3da5fafe4d0cc34d24e36a90c,fermented oat drink powders,df9f93ded22c0db3da5fafe4d0cc34d24e36a90c
8c784dfe9995bc7a7017fe8de86cc034eac27a37,enzymatically treated oat drink powders,8c784dfe9995bc7a7017fe8de86cc034eac27a37
fcd630862bda5e1ef10d428260743d58770f568f,interior decoration and furnishings,4dc3720e2ef035ea239f47f33f6bb03924ea13e9
3124c2ecbc7463db64ab5fce4cbc3d0dc33183b3,interior design and decoration advice,d2ebd8ad6d0ff395f34b6abec6a1f3db16dbb931
8e180b457425ee738cab9a1b90b799fb44a3c35b,interior decoration projects,8e180b457425ee738cab9a1b90b799fb44a3c35b
e8aaecb9beea276791769a7004d98bdde484a4e5,medicine and ergonomics - studies and research,f4ed3dd1b9e80c780a2f8be030e22368e003c780
fdda408d279d78a313f0ff155a7e859023ced40c,contract research management,fdda408d279d78a313f0ff155a7e859023ced40c
a1b03be70baf794b7a5c52f70eddabd8d2e2c1dc,medical research,a1b03be70baf794b7a5c52f70eddabd8d2e2c1dc
96898b0eb414ce7a5d66c733fce17b4870af2719,medical writing,96898b0eb414ce7a5d66c733fce17b4870af2719
e2bf54dd17439656effe6f5d6296cfa2a3a390ba,clinical data management,e2bf54dd17439656effe6f5d6296cfa2a3a390ba
39f033d00db089d1e768635ed6768cc85c5f482a,software for hotels,39f033d00db089d1e768635ed6768cc85c5f482a
62400d07e516de0f457ddb43a7220a72d8ab07b6,light alloy die-casting,62400d07e516de0f457ddb43a7220a72d8ab07b6
827a405720c0f9c581e13c9426bec369db759a06,interior outfitting,827a405720c0f9c581e13c9426bec369db759a06
73fd702c4e8c6958cd8d519eea35ecf11ed76a26,entrance hall mats,896402c93fc2f9ea5ccdd60ba126eff022a1909b
e3567f6c21973477abff11dcb66489f32f31b369,scraper doormats,e3567f6c21973477abff11dcb66489f32f31b369
207dd3f1582ecc509c96bb2d277d332c7006c9cb,"antistatic, electrical insulation mats",3bed6a528f58145473e240825b774e28152b5adc
2526e3627196e0458b54321cfc95cbc47c15c977,non-slip bathroom mats,99e981f4afd2d9840a221ab32878bdc6038511bf
8bab218a9a6e8b3f9ce261b51874f4ac6c54de99,rolls of rubber matting and sanitary grating,99e6f200cef5ae3bd20530972ea1c9a220b9184b
c8892d35b9b000dd9723ee7e9ada9635aa56677d,dirt-trap mats and dust-control mats,47a1de8cbda1b1159e557905040d04f977f85865
0935cc176bace8fe59fb50165ee34e68c3d574dc,customised logo mats and clip-fit rubber tiles,8306997759af57b64cdf2b16057e055686ee249c
dd5914baa667d9bb806f9966bd5a5b7f78fce152,glass ampules,dd5914baa667d9bb806f9966bd5a5b7f78fce152
ce1a3cd8b7ca2db6c041271503c8116ba24e6bea,glass beakers,ce1a3cd8b7ca2db6c041271503c8116ba24e6bea
bb61a4a80230daa829df498b4a6c44138939a9ce,cleaners,bb61a4a80230daa829df498b4a6c44138939a9ce
d28345f54bfff898d76e9c8ea9500b331a3ad243,washing and soap products - professional,c71e643d1720b83846a8ae13a3a911893865e67e
e6a4351f731820e1e4546feb3171e045837db6f8,eddy current separator,e6a4351f731820e1e4546feb3171e045837db6f8
dc12d46390bfb81fb842de1aa63fd271ddfea215,safety systems,dc12d46390bfb81fb842de1aa63fd271ddfea215
948324d16a3427a3ef08362b0416ab2fd6f580b6,laboratory containers,948324d16a3427a3ef08362b0416ab2fd6f580b6
cd7de7eb66ffd900c1d665fc165340ae4943ab3b,laboratory tubes,cd7de7eb66ffd900c1d665fc165340ae4943ab3b
a4ae518e2dc6f3b7e3ee56005473736bdac0f470,laboratory flasks,a4ae518e2dc6f3b7e3ee56005473736bdac0f470
f31e58a59e038b5e817307aa698192866f2976bf,inventory tracking,f31e58a59e038b5e817307aa698192866f2976bf
edae7a4446ab4d7d26b226a639a9393a6a016810,warehouse execution system,edae7a4446ab4d7d26b226a639a9393a6a016810
68e9f54e040764549f34565752be88a4ce8c337b,lift truck guidance system,68e9f54e040764549f34565752be88a4ce8c337b
0cc2f31a6c1560e6b0d44e1313aa112bf290c19a,smart irrigation system,0cc2f31a6c1560e6b0d44e1313aa112bf290c19a
0781f2195279db5665d82f137a3a5274d4dbc024,save water in gardens and agriculture,e262ced5dd4c02b65320ca7c32a8dcb54ee1cc48
3255d4484240ea69ee12f50c0c483cc5b55b8a1f,irrigation under demand,3255d4484240ea69ee12f50c0c483cc5b55b8a1f
7836e5d4697127dfecff665079a53d99169756e1,field capacity sensors,7836e5d4697127dfecff665079a53d99169756e1
78971dd6fea4e591e9a819e6743e17d9f9bd6810,international goods transport,2e27349d70ce89ff61eceb96e766e7528cbe7773
dc4edd839af85cf708980c87901a8981f8b3dd7e,manufacture of standard electric motors,dc4edd839af85cf708980c87901a8981f8b3dd7e
6e29b90520e3d9f85e0ffa78781c514de61efe74,alternating current motors,6e29b90520e3d9f85e0ffa78781c514de61efe74
3d8ba7470597665ab9a1058488686341dc7ccd2c,worm gear motor reducers,3d8ba7470597665ab9a1058488686341dc7ccd2c
e037d2f03df706ac6ad845805918e3d75f18f0c8,network design,e037d2f03df706ac6ad845805918e3d75f18f0c8
3e00d1991d3b2a47fc05673d3e2934f0a7732e2f,beauty articles and supplies,1321305eba85132b6561146a63fe58f2bd95e7f7
df51113e9564860efdea92dab42b6fd2a444a6ba,sale of trees,df51113e9564860efdea92dab42b6fd2a444a6ba
012005c432cc5d45bd07774cdce8b3d81da3702a,sale of plants,012005c432cc5d45bd07774cdce8b3d81da3702a
2dca17914b68f5c5d516782b229338b45ccdabfe,shafts,2dca17914b68f5c5d516782b229338b45ccdabfe
99ae3601f7a9d9be3635736a7851f814d590c9cd,rootballed trees,99ae3601f7a9d9be3635736a7851f814d590c9cd
d497ad1edd42e790166ade1cdddd66cd3c84329d,shrubs,d497ad1edd42e790166ade1cdddd66cd3c84329d
614b8388300f798c50725ce691fd9bf195f6d026,woodland plants,614b8388300f798c50725ce691fd9bf195f6d026
933fc75a4102d996b71a8453c477a803d567d070,trees in tubs,933fc75a4102d996b71a8453c477a803d567d070
08249d0301b5c5cf73008cd080911a61b060c372,olive trees,e3112449d10383f528f96c5257136765d6861288
c790a4138436b462b01bb3b9c2e32e080ff51123,processing plants for adhesives and glue,0cc7cbb59d71119fa603bdb2415ba1f4a57a2f71
8e9480dc2e7f7d3a6c2d87c72c8380c705a94537,resin processing systems,8e9480dc2e7f7d3a6c2d87c72c8380c705a94537
14b88cf2987f08ec74d77c9e90df3ba3f3ad4b0f,refractory bricks,14b88cf2987f08ec74d77c9e90df3ba3f3ad4b0f
12a4711fd2f69e6c11900196637ba887a75a91f9,spanish cheese,bcef7a046258082993759bade995b3ae8bee26c7
c07ad9495971a2188b15141a9ba6273b7a3acbad,french cheese,c07ad9495971a2188b15141a9ba6273b7a3acbad
f88e62fdc2c9418a25a6dda2bb057cc6f6282c4c,oliveoil arganoil,f88e62fdc2c9418a25a6dda2bb057cc6f6282c4c
e9b6fcd97193719c880933ff264f13dcbdb0cbf9,metal protective grids,e9b6fcd97193719c880933ff264f13dcbdb0cbf9
4545e4ed5fb1997a20641c664dde022bd929c4be,antigen rapid test,4b374186f582392076e214d4c57db0420eb05f5f
23a064663b1f057d83bf63ea38d93f8f64933e4d,coronavirus rapid tests,4b374186f582392076e214d4c57db0420eb05f5f
667289627b7cc330729fc28577d88ca30934fb6f,coronavirus self-tests,667289627b7cc330729fc28577d88ca30934fb6f
